entry,energy_above_hull_per_atom,rmsd_from_relaxation,novel_unique_stable,stable,comp_validity,structure_comp_validity,structure_validity,novel,novel_unique,unique,is_unique,is_novel,is_explored,energy_above_hull,self_consistent_energy_above_hull
"416 ComputedStructureEntry - Rb1 Ca2 Tb1 Cl8 (RbCa2TbCl8)
Energy (Uncorrected)     = -51.4947  eV (-4.2912  eV/atom)
Correction               = -4.9120   eV (-0.4093  eV/atom)
Energy (Final)           = -56.4067  eV (-4.7006  eV/atom)
Energy Adjustments:
  MP2020 anion correction (Cl): -4.9120   eV (-0.4093  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Rb_sv', 'PBE Ca_sv', 'PBE Tb_3', 'PBE Cl']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {'Rb': 1.0, 'Ca': 2.0, 'Tb': 3.0, 'Cl': -1.0}",0.06199644931477888,0.003996597158278512,False,True,True,True,True,False,False,True,True,False,True,0.06199644931477888,0.05203573306477782
"417 ComputedStructureEntry - K2 Ag1 Au1 Br6 (K2AgAuBr6)
Energy (Uncorrected)     = -25.8996  eV (-2.5900  eV/atom)
Correction               = -3.2040   eV (-0.3204  eV/atom)
Energy (Final)           = -29.1036  eV (-2.9104  eV/atom)
Energy Adjustments:
  MP2020 anion correction (Br): -3.2040   eV (-0.3204  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE K_sv', 'PBE Ag', 'PBE Au', 'PBE Br']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {'K': 1.0, 'Ag': 1.0, 'Au': 3.0, 'Br': -1.0}",0.09799601288525439,0.031728609006441595,True,True,True,True,True,True,True,True,True,True,True,0.09799601288525439,0.09799601288525439
"418 ComputedStructureEntry - Ba1 Sr2 In1  (BaSr2In)
Energy (Uncorrected)     = -8.4535   eV (-2.1134  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -8.4535   eV (-2.1134  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Ba_sv', 'PBE Sr_sv', 'PBE In_d']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.15116244797597478,0.035848348270715036,False,False,True,True,True,True,True,True,True,True,True,0.15116244797597478,0.15116244797597478
"419 ComputedStructureEntry - Y4 Sc2 Pt2 O12 (Y2ScPtO6)
Energy (Uncorrected)     = -163.6527 eV (-8.1826  eV/atom)
Correction               = -8.2440   eV (-0.4122  eV/atom)
Energy (Final)           = -171.8967 eV (-8.5948  eV/atom)
Energy Adjustments:
  MP2020 anion correction (oxide): -8.2440   eV (-0.4122  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Y_sv', 'PBE Sc_sv', 'PBE Pt', 'PBE O']
Data:
  oxide_type             = oxide
  aspherical             = True
  oxidation_states       = {'Y': 3.0, 'Sc': 2.0, 'Pt': 4.0, 'O': -2.0}",0.14712655434765232,0.17592141479501508,False,False,True,True,True,True,True,True,True,True,False,0.14712655434765232,0.14712655434765232
"420 ComputedStructureEntry - Cs1 Rb4 In1 I6 (CsRb4InI6)
Energy (Uncorrected)     = -32.5206  eV (-2.7100  eV/atom)
Correction               = -2.2740   eV (-0.1895  eV/atom)
Energy (Final)           = -34.7946  eV (-2.8995  eV/atom)
Energy Adjustments:
  MP2020 anion correction (I): -2.2740   eV (-0.1895  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Cs_sv', 'PBE Rb_sv', 'PBE In_d', 'PBE I']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {'Cs': 1.0, 'Rb': 1.0, 'In': 1.0, 'I': -1.0}",0.022392065371906966,0.005501517303468897,True,True,True,True,True,True,True,True,True,True,True,0.022392065371906966,0.022392065371906966
"421 ComputedStructureEntry - Ba2 Mg1 Zn1 In6 (Ba2MgZnIn6)
Energy (Uncorrected)     = -26.3845  eV (-2.6385  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -26.3845  eV (-2.6385  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Ba_sv', 'PBE Mg_pv', 'PBE Zn', 'PBE In_d']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.032216442176269844,0.015263828218978837,True,True,True,True,True,True,True,True,True,True,True,0.032216442176269844,0.032216442176269844
"422 ComputedStructureEntry - Mg1 Zr1 Sc1 Cr1 (MgZrScCr)
Energy (Uncorrected)     = -25.7532  eV (-6.4383  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -25.7532  eV (-6.4383  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Mg_pv', 'PBE Zr_sv', 'PBE Sc_sv', 'PBE Cr_pv']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.1306813609598798,0.050212870281149416,False,False,True,True,True,True,True,True,True,True,False,0.1306813609598798,0.1306813609598798
"423 ComputedStructureEntry - Mn8 P7 C1    (Mn8P7C)
Energy (Uncorrected)     = -122.7608 eV (-7.6726  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -122.7608 eV (-7.6726  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Mn_pv', 'PBE P', 'PBE C']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {'Mn': 2.0, 'P': -1.8571428571428572, 'C': -3.0}",0.408949291865234,0.04425995411230145,False,False,True,True,True,True,True,True,True,True,True,0.408949291865234,0.408949291865234
"424 ComputedStructureEntry - Pr1 Er1 Al1 Cd1 (PrErAlCd)
Energy (Uncorrected)     = -15.1032  eV (-3.7758  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -15.1032  eV (-3.7758  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Pr_3', 'PBE Er_3', 'PBE Al', 'PBE Cd']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.09314444782775855,0.005498492664360584,True,True,True,True,True,True,True,True,True,True,True,0.09314444782775855,0.09314444782775855
"425 ComputedStructureEntry - Na2 Nd1 Re1 O6 (Na2NdReO6)
Energy (Uncorrected)     = -70.6720  eV (-7.0672  eV/atom)
Correction               = -4.1220   eV (-0.4122  eV/atom)
Energy (Final)           = -74.7940  eV (-7.4794  eV/atom)
Energy Adjustments:
  MP2020 anion correction (oxide): -4.1220   eV (-0.4122  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Na_pv', 'PBE Nd_3', 'PBE Re_pv', 'PBE O']
Data:
  oxide_type             = oxide
  aspherical             = True
  oxidation_states       = {'Na': 1.0, 'Nd': 3.0, 'Re': 7.0, 'O': -2.0}",0.06909988694987401,0.004842905431429449,False,True,True,True,True,False,False,True,True,False,True,0.06909988694987401,0.06909988694987401
"426 ComputedStructureEntry - Yb4 Mg3 Au4  (Yb4Mg3Au4)
Energy (Uncorrected)     = -31.2827  eV (-2.8439  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -31.2827  eV (-2.8439  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Yb_2', 'PBE Mg_pv', 'PBE Au']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.10227725425292844,0.021288939954995624,False,False,True,True,True,True,True,True,True,True,True,0.10227725425292844,0.06040151371351943
"427 ComputedStructureEntry - Al1 V1 Ir2   (AlVIr2)
Energy (Uncorrected)     = -33.4174  eV (-8.3544  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -33.4174  eV (-8.3544  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Al', 'PBE V_pv', 'PBE Ir']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.01899116315429339,0.0025473915155497994,False,True,True,True,True,False,False,True,True,False,True,0.01899116315429339,0.01899116315429339
"428 ComputedStructureEntry - Cs1 Ba1 F3   (CsBaF3)
Energy (Uncorrected)     = -24.9780  eV (-4.9956  eV/atom)
Correction               = -1.3860   eV (-0.2772  eV/atom)
Energy (Final)           = -26.3640  eV (-5.2728  eV/atom)
Energy Adjustments:
  MP2020 anion correction (F): -1.3860   eV (-0.2772  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Cs_sv', 'PBE Ba_sv', 'PBE F']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {'Cs': 1.0, 'Ba': 2.0, 'F': -1.0}",0.07238832370507886,0.009899561620399172,False,True,True,True,True,False,False,True,True,False,True,0.07238832370507886,0.07238832370507886
"429 ComputedStructureEntry - Sr1 La2 Ni1  (SrLa2Ni)
Energy (Uncorrected)     = -17.7303  eV (-4.4326  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -17.7303  eV (-4.4326  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Sr_sv', 'PBE La', 'PBE Ni_pv']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.08508184298665356,0.02679005026110394,False,True,True,True,True,False,False,True,True,False,True,0.08508184298665356,0.08508184298665356
"430 ComputedStructureEntry - Mn2 Al4 Cu2  (MnAl2Cu)
Energy (Uncorrected)     = -42.5764  eV (-5.3221  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -42.5764  eV (-5.3221  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Mn_pv', 'PBE Al', 'PBE Cu_pv']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.11851180738403322,0.12605148515811962,False,False,True,True,True,False,False,True,True,False,True,0.11851180738403322,0.116546642314586
"431 ComputedStructureEntry - Er4 Ge1 As1 S2 (Er4GeAsS2)
Energy (Uncorrected)     = -48.7672  eV (-6.0959  eV/atom)
Correction               = -1.0060   eV (-0.1258  eV/atom)
Energy (Final)           = -49.7732  eV (-6.2216  eV/atom)
Energy Adjustments:
  MP2020 anion correction (S): -1.0060   eV (-0.1258  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Er_3', 'PBE Ge_d', 'PBE As', 'PBE S']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",-0.00890703757201905,0.0033949201527814876,False,True,True,True,True,False,False,True,True,False,True,-0.00890703757201905,0.0
"432 ComputedStructureEntry - Ba3 Li1 Mn2 Tl1 Zn1 Se10 (Ba3LiMn2TlZnSe10)
Energy (Uncorrected)     = -81.1519  eV (-4.5084  eV/atom)
Correction               = -4.7200   eV (-0.2622  eV/atom)
Energy (Final)           = -85.8719  eV (-4.7707  eV/atom)
Energy Adjustments:
  MP2020 anion correction (Se): -4.7200   eV (-0.2622  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Ba_sv', 'PBE Li_sv', 'PBE Mn_pv', 'PBE Tl_d', 'PBE Zn', 'PBE Se']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {'Ba': 2.0, 'Li': 1.0, 'Mn': 5.0, 'Tl': 1.0, 'Zn': 2.0, 'Se': -2.0}",0.1417778578385427,0.0680861565384485,False,False,True,True,True,True,True,True,True,True,False,0.1417778578385427,0.1417778578385427
"433 ComputedStructureEntry - Rb1 Eu1 I3   (RbEuI3)
Energy (Uncorrected)     = -23.4787  eV (-4.6957  eV/atom)
Correction               = -1.1370   eV (-0.2274  eV/atom)
Energy (Final)           = -24.6157  eV (-4.9231  eV/atom)
Energy Adjustments:
  MP2020 anion correction (I): -1.1370   eV (-0.2274  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Rb_sv', 'PBE Eu', 'PBE I']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {'Rb': 1.0, 'Eu': 2.0, 'I': -1.0}",0.06382857995214852,0.0028063544217046,False,True,True,True,True,False,False,True,True,False,True,0.06382857995214852,0.06382857995214852
"434 ComputedStructureEntry - Y2 Ga2 Ni2   (YGaNi)
Energy (Uncorrected)     = -34.1460  eV (-5.6910  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -34.1460  eV (-5.6910  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Y_sv', 'PBE Ga_d', 'PBE Ni_pv']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.04179618000651075,0.010748462952393902,True,True,True,True,True,True,True,True,True,True,True,0.04179618000651075,0.0
"435 ComputedStructureEntry - Tm6 Zr1 Ta1 C8 (Tm6ZrTaC8)
Energy (Uncorrected)     = -124.3533 eV (-7.7721  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -124.3533 eV (-7.7721  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Tm_3', 'PBE Zr_sv', 'PBE Ta_pv', 'PBE C']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {'Tm': 3.0, 'Zr': 2.0, 'Ta': 4.0, 'C': -3.0}",0.260330144991455,0.0011132267026911875,False,False,True,True,True,True,True,True,True,True,False,0.260330144991455,0.260330144991455
"436 ComputedStructureEntry - Rb1 Cu1 Sn1 Bi1 (RbCuSnBi)
Energy (Uncorrected)     = -13.2962  eV (-3.3240  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -13.2962  eV (-3.3240  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Rb_sv', 'PBE Cu_pv', 'PBE Sn_d', 'PBE Bi']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.11758959553466797,0.01882288322194102,False,False,True,True,True,True,True,True,True,True,False,0.11758959553466797,0.11758959553466797
"437 ComputedStructureEntry - Rb2 Cl1      (Rb2Cl)
Energy (Uncorrected)     = -7.4278   eV (-2.4759  eV/atom)
Correction               = -0.6140   eV (-0.2047  eV/atom)
Energy (Final)           = -8.0418   eV (-2.6806  eV/atom)
Energy Adjustments:
  MP2020 anion correction (Cl): -0.6140   eV (-0.2047  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Rb_sv', 'PBE Cl']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.08510225797159787,0.005376178242879538,True,True,False,False,True,True,True,True,True,True,True,0.08510225797159787,0.0
"438 ComputedStructureEntry - Ta1 Hg1 S2   (TaHgS2)
Energy (Uncorrected)     = -23.4690  eV (-5.8672  eV/atom)
Correction               = -1.0060   eV (-0.2515  eV/atom)
Energy (Final)           = -24.4750  eV (-6.1187  eV/atom)
Energy Adjustments:
  MP2020 anion correction (S): -1.0060   eV (-0.2515  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Ta_pv', 'PBE Hg', 'PBE S']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {'Ta': 3.0, 'Hg': 1.0, 'S': -2.0}",0.046943747192383256,0.08957236965791418,True,True,True,True,True,True,True,True,True,True,True,0.046943747192383256,0.02793572312988335
"439 ComputedStructureEntry - Y1 Tm1 Cu1 Pd1 (YTmCuPd)
Energy (Uncorrected)     = -22.5605  eV (-5.6401  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -22.5605  eV (-5.6401  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Y_sv', 'PBE Tm_3', 'PBE Cu_pv', 'PBE Pd']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.02988546072021414,0.000885858458898028,False,True,True,True,True,False,False,True,True,False,True,0.02988546072021414,0.02988546072021414
"440 ComputedStructureEntry - Ba4 Na2 Zn1 In3 (Ba4Na2ZnIn3)
Energy (Uncorrected)     = -21.7739  eV (-2.1774  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -21.7739  eV (-2.1774  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Ba_sv', 'PBE Na_pv', 'PBE Zn', 'PBE In_d']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.09728704798164767,0.20184713056627,True,True,True,True,True,True,True,True,True,True,True,0.09728704798164767,0.09728704798164767
"441 ComputedStructureEntry - Tb3 Sn1 Pt11 (Tb3SnPt11)
Energy (Uncorrected)     = -96.2541  eV (-6.4169  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -96.2541  eV (-6.4169  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Tb_3', 'PBE Sn_d', 'PBE Pt']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.10789164642317761,0.03907355054699593,False,False,True,True,True,True,True,True,True,True,True,0.10789164642317761,0.10789164642317761
"442 ComputedStructureEntry - Sm3 B2 Rh2   (Sm3(BRh)2)
Energy (Uncorrected)     = -45.5743  eV (-6.5106  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -45.5743  eV (-6.5106  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Sm_3', 'PBE B', 'PBE Rh_pv']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.18412865113002042,0.08728033892285934,False,False,True,True,True,True,True,True,True,True,True,0.18412865113002042,0.18412865113002042
"443 ComputedStructureEntry - Mg2 Ti1 Ir1 N4 (Mg2TiIrN4)
Energy (Uncorrected)     = -58.2468  eV (-7.2809  eV/atom)
Correction               = -1.4440   eV (-0.1805  eV/atom)
Energy (Final)           = -59.6908  eV (-7.4614  eV/atom)
Energy Adjustments:
  MP2020 anion correction (N): -1.4440   eV (-0.1805  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Mg_pv', 'PBE Ti_pv', 'PBE Ir', 'PBE N']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {'Mg': 2.0, 'Ti': 4.0, 'Ir': 4.0, 'N': -3.0}",0.1353949300166839,0.012628251099238656,False,False,True,True,True,True,True,True,True,True,False,0.1353949300166839,0.1353949300166839
"444 ComputedStructureEntry - Nd4 Tl5 Pd2  (Nd4Tl5Pd2)
Energy (Uncorrected)     = -45.6849  eV (-4.1532  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -45.6849  eV (-4.1532  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Nd_3', 'PBE Tl_d', 'PBE Pd']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.12890365924005565,0.039307026892371276,False,False,True,True,True,True,True,True,True,True,True,0.12890365924005565,0.10550423208096404
"445 ComputedStructureEntry - Ba1 In3 Sn2 Au3 (BaIn3Sn2Au3)
Energy (Uncorrected)     = -30.8562  eV (-3.4285  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -30.8562  eV (-3.4285  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Ba_sv', 'PBE In_d', 'PBE Sn_d', 'PBE Au']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.10590627506112993,0.09823489412187782,False,False,True,True,True,True,True,True,True,True,True,0.10590627506112993,0.1020529014808802
"446 ComputedStructureEntry - As2 Rh6 Pb4  (AsRh3Pb2)
Energy (Uncorrected)     = -69.6891  eV (-5.8074  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -69.6891  eV (-5.8074  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE As', 'PBE Rh_pv', 'PBE Pb_d']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.1543699090299473,0.042309253450485466,False,False,True,True,True,True,True,True,True,True,True,0.1543699090299473,0.1543699090299473
"447 ComputedStructureEntry - Tm1 Zr1 B2 Rh5 (TmZrB2Rh5)
Energy (Uncorrected)     = -69.4090  eV (-7.7121  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -69.4090  eV (-7.7121  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Tm_3', 'PBE Zr_sv', 'PBE B', 'PBE Rh_pv']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.14717847061559475,0.01907688276617444,False,False,True,True,True,True,True,True,True,True,False,0.14717847061559475,0.14717847061559475
"448 ComputedStructureEntry - Sm4 Cu5 Au1  (Sm4Cu5Au)
Energy (Uncorrected)     = -45.5676  eV (-4.5568  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -45.5676  eV (-4.5568  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Sm_3', 'PBE Cu_pv', 'PBE Au']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.055075570626955006,0.1578636219235311,True,True,True,True,True,True,True,True,True,True,True,0.055075570626955006,0.055075570626955006
"449 ComputedStructureEntry - Na1 Sc2 Mn1  (NaSc2Mn)
Energy (Uncorrected)     = -22.7203  eV (-5.6801  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -22.7203  eV (-5.6801  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Na_pv', 'PBE Sc_sv', 'PBE Mn_pv']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.16085983062281084,0.03233712836610774,False,False,True,True,True,True,True,True,True,True,False,0.16085983062281084,0.16085983062281084
"450 ComputedStructureEntry - Tm2 Tl1 Se1  (Tm2TlSe)
Energy (Uncorrected)     = -18.3507  eV (-4.5877  eV/atom)
Correction               = -0.4720   eV (-0.1180  eV/atom)
Energy (Final)           = -18.8227  eV (-4.7057  eV/atom)
Energy Adjustments:
  MP2020 anion correction (Se): -0.4720   eV (-0.1180  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Tm_3', 'PBE Tl_d', 'PBE Se']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.10465424351969865,0.002154947739787097,False,False,False,False,True,True,True,True,True,True,True,0.10465424351969865,0.10465424351969865
"451 ComputedStructureEntry - Ho7 Er2 Tm1 Zr1 Sc1 (Ho7Er2TmZrSc)
Energy (Uncorrected)     = -59.9730  eV (-4.9977  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -59.9730  eV (-4.9977  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Ho_3', 'PBE Er_3', 'PBE Tm_3', 'PBE Zr_sv', 'PBE Sc_sv']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.054395651942273915,0.0012611825351837235,True,True,True,True,True,True,True,True,True,True,False,0.054395651942273915,0.054395651942273915
"452 ComputedStructureEntry - Be2 Au2      (BeAu)
Energy (Uncorrected)     = -14.4559  eV (-3.6140  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -14.4559  eV (-3.6140  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Be_sv', 'PBE Au']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.028407261138915896,0.0002045296987695991,False,True,True,True,True,False,False,True,True,False,True,0.028407261138915896,0.0
"453 ComputedStructureEntry - Rb2 Re2 O8   (RbReO4)
Energy (Uncorrected)     = -88.8400  eV (-7.4033  eV/atom)
Correction               = -5.4960   eV (-0.4580  eV/atom)
Energy (Final)           = -94.3360  eV (-7.8613  eV/atom)
Energy Adjustments:
  MP2020 anion correction (oxide): -5.4960   eV (-0.4580  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Rb_sv', 'PBE Re_pv', 'PBE O']
Data:
  oxide_type             = oxide
  aspherical             = True
  oxidation_states       = {'Rb': 1.0, 'Re': 7.0, 'O': -2.0}",0.02986257866048181,0.03997328449087944,True,True,True,True,True,True,True,True,True,True,True,0.02986257866048181,0.0
"454 ComputedStructureEntry - In4 Cu4 Te4  (InCuTe)
Energy (Uncorrected)     = -40.9394  eV (-3.4116  eV/atom)
Correction               = -1.6880   eV (-0.1407  eV/atom)
Energy (Final)           = -42.6274  eV (-3.5523  eV/atom)
Energy Adjustments:
  MP2020 anion correction (Te): -1.6880   eV (-0.1407  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE In_d', 'PBE Cu_pv', 'PBE Te']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {'In': 1.0, 'Cu': 1.0, 'Te': -2.0}",0.1399636245206688,0.02826979056428483,False,False,True,True,True,True,True,True,True,True,True,0.1399636245206688,0.1399636245206688
