entry,energy_above_hull_per_atom,rmsd_from_relaxation,novel_unique_stable,stable,comp_validity,structure_comp_validity,structure_validity,novel,novel_unique,unique,is_unique,is_novel,is_explored,energy_above_hull,self_consistent_energy_above_hull
"940 ComputedStructureEntry - Ba1 Pr1 Sm4 Te6 (BaPr(Sm2Te3)2)
Energy (Uncorrected)     = -61.5115  eV (-5.1260  eV/atom)
Correction               = -2.5320   eV (-0.2110  eV/atom)
Energy (Final)           = -64.0435  eV (-5.3370  eV/atom)
Energy Adjustments:
  MP2020 anion correction (Te): -2.5320   eV (-0.2110  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Ba_sv', 'PBE Pr_3', 'PBE Sm_3', 'PBE Te']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.036462446529133885,0.02168842985971993,True,True,True,True,True,True,True,True,True,True,True,0.036462446529133885,0.036462446529133885
"941 ComputedStructureEntry - Dy2 Tl2 Cr2 Te6 (DyTlCrTe3)
Energy (Uncorrected)     = -59.6382  eV (-4.9698  eV/atom)
Correction               = -2.5320   eV (-0.2110  eV/atom)
Energy (Final)           = -62.1702  eV (-5.1808  eV/atom)
Energy Adjustments:
  MP2020 anion correction (Te): -2.5320   eV (-0.2110  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Dy_3', 'PBE Tl_d', 'PBE Cr_pv', 'PBE Te']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {'Dy': 3.0, 'Tl': 1.0, 'Cr': 2.0, 'Te': -2.0}",0.13276858323567886,0.027049096726929272,False,False,True,True,True,True,True,True,True,True,True,0.13276858323567886,0.13276858323567886
"942 ComputedStructureEntry - Pr2 Cu2 Ni3 P3 (Pr2Cu2(NiP)3)
Energy (Uncorrected)     = -58.7985  eV (-5.8799  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -58.7985  eV (-5.8799  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Pr_3', 'PBE Cu_pv', 'PBE Ni_pv', 'PBE P']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.08579853701758289,0.006462539004510372,True,True,True,True,True,True,True,True,True,True,True,0.08579853701758289,0.08579853701758289
"943 ComputedStructureEntry - In2 Te4      (InTe2)
Energy (Uncorrected)     = -19.0372  eV (-3.1729  eV/atom)
Correction               = -1.6880   eV (-0.2813  eV/atom)
Energy (Final)           = -20.7252  eV (-3.4542  eV/atom)
Energy Adjustments:
  MP2020 anion correction (Te): -1.6880   eV (-0.2813  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE In_d', 'PBE Te']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {'In': 3.0, 'Te': -1.5}",0.09837684687451187,0.021116404086365365,False,True,True,True,True,False,False,True,True,False,True,0.09837684687451187,0.0
"944 ComputedStructureEntry - La4 Sm2 Pb2  (La2SmPb)
Energy (Uncorrected)     = -39.4717  eV (-4.9340  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -39.4717  eV (-4.9340  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE La', 'PBE Sm_3', 'PBE Pb_d']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.01385995475029933,0.009353292531279962,True,True,True,True,True,True,True,True,True,True,True,0.01385995475029933,0.01385995475029933
"945 ComputedStructureEntry - K1 Li2 Se2 Br7 (KLi2Se2Br7)
Energy (Uncorrected)     = -32.9105  eV (-2.7425  eV/atom)
Correction               = -3.7380   eV (-0.3115  eV/atom)
Energy (Final)           = -36.6485  eV (-3.0540  eV/atom)
Energy Adjustments:
  MP2020 anion correction (Br): -3.7380   eV (-0.3115  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE K_sv', 'PBE Li_sv', 'PBE Se', 'PBE Br']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {'K': 1.0, 'Li': 1.0, 'Se': 2.0, 'Br': -1.0}",0.10322659548051893,0.47765765013437045,False,False,True,True,True,True,True,True,True,True,False,0.10322659548051893,0.10322659548051893
"946 ComputedStructureEntry - Sr4 Al4 Pd4  (SrAlPd)
Energy (Uncorrected)     = -49.9982  eV (-4.1665  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -49.9982  eV (-4.1665  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Sr_sv', 'PBE Al', 'PBE Pd']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.028588337044270773,0.06450366551105624,False,True,True,True,True,False,False,True,True,False,True,0.028588337044270773,0.0
"947 ComputedStructureEntry - Ca1 Ho1 Al1 Ag1 (CaHoAlAg)
Energy (Uncorrected)     = -14.4693  eV (-3.6173  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -14.4693  eV (-3.6173  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Ca_sv', 'PBE Ho_3', 'PBE Al', 'PBE Ag']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.05091347975793514,0.010718611455297209,True,True,True,True,True,True,True,True,True,True,True,0.05091347975793514,0.05091347975793514
"948 ComputedStructureEntry - Li3 Y2 Cd7   (Li3Y2Cd7)
Energy (Uncorrected)     = -28.0015  eV (-2.3335  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -28.0015  eV (-2.3335  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Li_sv', 'PBE Y_sv', 'PBE Cd']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.05211148476318472,0.07921958019373246,True,True,True,True,True,True,True,True,True,True,True,0.05211148476318472,0.05211148476318472
"949 ComputedStructureEntry - Ca1 Tl1 Zn1  (CaTlZn)
Energy (Uncorrected)     = -6.4763   eV (-2.1588  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -6.4763   eV (-2.1588  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Ca_sv', 'PBE Tl_d', 'PBE Zn']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.050674246195379524,0.0012281729621032465,False,True,True,True,True,False,False,True,True,False,True,0.050674246195379524,0.050674246195379524
"950 ComputedStructureEntry - Li2 La5 Tb1  (Li2La5Tb)
Energy (Uncorrected)     = -32.4530  eV (-4.0566  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -32.4530  eV (-4.0566  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Li_sv', 'PBE La', 'PBE Tb_3']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.08514249310709587,0.0162675377012755,True,True,True,True,True,True,True,True,True,True,True,0.08514249310709587,0.08514249310709587
"951 ComputedStructureEntry - Be1 Ga5 Ni4  (BeGa5Ni4)
Energy (Uncorrected)     = -45.0342  eV (-4.5034  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -45.0342  eV (-4.5034  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Be_sv', 'PBE Ga_d', 'PBE Ni_pv']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.10482235987858157,0.048656982108986654,False,False,True,True,True,True,True,True,True,True,True,0.10482235987858157,0.10482235987858157
"952 ComputedStructureEntry - Mg4 Ni3 Ag1  (Mg4Ni3Ag)
Energy (Uncorrected)     = -27.5895  eV (-3.4487  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -27.5895  eV (-3.4487  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Mg_pv', 'PBE Ni_pv', 'PBE Ag']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.0788410622570801,0.007756647890101509,True,True,True,True,True,True,True,True,True,True,True,0.0788410622570801,0.0788410622570801
"953 ComputedStructureEntry - Ce1 Y2 Lu1   (CeY2Lu)
Energy (Uncorrected)     = -23.0748  eV (-5.7687  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -23.0748  eV (-5.7687  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Ce', 'PBE Y_sv', 'PBE Lu_3']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.07803840648478122,0.0009149428961100456,False,True,True,True,True,False,False,True,True,False,True,0.07803840648478122,0.07803840648478122
"954 ComputedStructureEntry - Rb1 S2 O7    (RbS2O7)
Energy (Uncorrected)     = -56.9728  eV (-5.6973  eV/atom)
Correction               = -4.8090   eV (-0.4809  eV/atom)
Energy (Final)           = -61.7818  eV (-6.1782  eV/atom)
Energy Adjustments:
  MP2020 anion correction (oxide): -4.8090   eV (-0.4809  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Rb_sv', 'PBE S', 'PBE O']
Data:
  oxide_type             = oxide
  aspherical             = True
  oxidation_states       = {}",0.006196640787111463,0.061350991150091815,True,True,True,True,True,True,True,True,True,True,True,0.006196640787111463,0.0
"955 ComputedStructureEntry - Ti4 O8       (TiO2)
Energy (Uncorrected)     = -107.2840 eV (-8.9403  eV/atom)
Correction               = -5.4960   eV (-0.4580  eV/atom)
Energy (Final)           = -112.7800 eV (-9.3983  eV/atom)
Energy Adjustments:
  MP2020 anion correction (oxide): -5.4960   eV (-0.4580  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Ti_pv', 'PBE O']
Data:
  oxide_type             = oxide
  aspherical             = True
  oxidation_states       = {'Ti': 4.0, 'O': -2.0}",0.0337763481640625,0.021643744728346338,False,True,True,True,True,False,False,True,True,False,True,0.0337763481640625,0.0
"956 ComputedStructureEntry - Zr1 Sc1 Ir1 Os1 (ZrScIrOs)
Energy (Uncorrected)     = -37.9266  eV (-9.4816  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -37.9266  eV (-9.4816  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Zr_sv', 'PBE Sc_sv', 'PBE Ir', 'PBE Os_pv']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.04943626559082048,0.0008959855032213747,False,True,True,True,True,False,False,True,True,False,True,0.04943626559082048,0.04943626559082048
"957 ComputedStructureEntry - Tb3 Dy10 Tl3 (Tb3Dy10Tl3)
Energy (Uncorrected)     = -68.4957  eV (-4.2810  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -68.4957  eV (-4.2810  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Tb_3', 'PBE Dy_3', 'PBE Tl_d']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.06261774938427678,0.09679117793578894,True,True,True,True,True,True,True,True,True,True,True,0.06261774938427678,0.06261774938427678
"958 ComputedStructureEntry - Ca4 Tm2 Ru2  (Ca2TmRu)
Energy (Uncorrected)     = -36.4904  eV (-4.5613  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -36.4904  eV (-4.5613  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Ca_sv', 'PBE Tm_3', 'PBE Ru_pv']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.0875766139758305,0.057523686721296284,True,True,True,True,True,True,True,True,True,True,True,0.0875766139758305,0.0875766139758305
"959 ComputedStructureEntry - Lu1 Fe1 H3   (LuFeH3)
Energy (Uncorrected)     = -25.0388  eV (-5.0078  eV/atom)
Correction               = -0.5370   eV (-0.1074  eV/atom)
Energy (Final)           = -25.5758  eV (-5.1152  eV/atom)
Energy Adjustments:
  MP2020 anion correction (H): -0.5370   eV (-0.1074  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Lu_3', 'PBE Fe_pv', 'PBE H']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.10019516198860945,0.001750714263741491,False,False,True,True,True,True,True,True,True,True,True,0.10019516198860945,0.10019516198860945
"960 ComputedStructureEntry - Sm1 Ho2 Mg1 Sc4 (SmHo2MgSc4)
Energy (Uncorrected)     = -40.3476  eV (-5.0434  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -40.3476  eV (-5.0434  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Sm_3', 'PBE Ho_3', 'PBE Mg_pv', 'PBE Sc_sv']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.08313554564453085,0.001923392423421147,True,True,True,True,True,True,True,True,True,True,True,0.08313554564453085,0.08313554564453085
"961 ComputedStructureEntry - Li4 Bi3 Sb1 Pt2 (Li4Bi3SbPt2)
Energy (Uncorrected)     = -39.1786  eV (-3.9179  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -39.1786  eV (-3.9179  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Li_sv', 'PBE Bi', 'PBE Sb', 'PBE Pt']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.1285573383656251,0.09160647482895895,False,False,True,True,True,True,True,True,True,True,False,0.1285573383656251,0.1285573383656251
"962 ComputedStructureEntry - Rb4 Sc2 Br12 (Rb2ScBr6)
Energy (Uncorrected)     = -63.3027  eV (-3.5168  eV/atom)
Correction               = -6.4080   eV (-0.3560  eV/atom)
Energy (Final)           = -69.7107  eV (-3.8728  eV/atom)
Energy Adjustments:
  MP2020 anion correction (Br): -6.4080   eV (-0.3560  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Rb_sv', 'PBE Sc_sv', 'PBE Br']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.0919333832492426,0.13828450694624356,True,True,False,False,True,True,True,True,True,True,True,0.0919333832492426,0.06564472658257303
"963 ComputedStructureEntry - Pr2 Ti1 Ge3 Ir4 (Pr2TiGe3Ir4)
Energy (Uncorrected)     = -75.0403  eV (-7.5040  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -75.0403  eV (-7.5040  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Pr_3', 'PBE Ti_pv', 'PBE Ge_d', 'PBE Ir']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",-0.034326781433595244,0.024338093607698667,False,True,True,True,True,False,False,True,True,False,True,-0.034326781433595244,0.0
"964 ComputedStructureEntry - Pr3 Ru1 C4   (Pr3RuC4)
Energy (Uncorrected)     = -60.4766  eV (-7.5596  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -60.4766  eV (-7.5596  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Pr_3', 'PBE Ru_pv', 'PBE C']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {'Pr': 3.0, 'Ru': 5.0, 'C': -3.5}",0.15986175823852555,0.1022474570605674,False,False,True,True,True,True,True,True,True,True,True,0.15986175823852555,0.13860850365519184
"965 ComputedStructureEntry - Ni2 Os2 W2   (NiOsW)
Energy (Uncorrected)     = -59.7703  eV (-9.9617  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -59.7703  eV (-9.9617  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Ni_pv', 'PBE Os_pv', 'PBE W_pv']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.10134357736436428,0.059527635479571205,False,False,True,True,True,True,True,True,True,True,True,0.10134357736436428,0.10134357736436428
"966 ComputedStructureEntry - Rb2 Cd4      (RbCd2)
Energy (Uncorrected)     = -5.7737   eV (-0.9623  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -5.7737   eV (-0.9623  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Rb_sv', 'PBE Cd']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.0456362038954673,0.17016430048910205,True,True,True,True,True,True,True,True,True,True,True,0.0456362038954673,0.0
"967 ComputedStructureEntry - Zr1 Cu4      (ZrCu4)
Energy (Uncorrected)     = -24.9540  eV (-4.9908  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -24.9540  eV (-4.9908  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Zr_sv', 'PBE Cu_pv']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.14959629028152843,0.02322623932726538,False,False,True,True,True,True,True,True,True,True,True,0.14959629028152843,0.0
"968 ComputedStructureEntry - Dy3 C2 I2    (Dy3(CI)2)
Energy (Uncorrected)     = -39.8523  eV (-5.6932  eV/atom)
Correction               = -0.7580   eV (-0.1083  eV/atom)
Energy (Final)           = -40.6103  eV (-5.8015  eV/atom)
Energy Adjustments:
  MP2020 anion correction (I): -0.7580   eV (-0.1083  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Dy_3', 'PBE C', 'PBE I']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {'Dy': 3.0, 'C': -3.5, 'I': -1.0}",0.1573257065108864,0.029860025586063228,False,False,True,True,True,True,True,True,True,True,True,0.1573257065108864,0.08479210804361781
"969 ComputedStructureEntry - Sr1 Mn1 Cu1 Te1 O6 (SrMnCuTeO6)
Energy (Uncorrected)     = -61.0659  eV (-6.1066  eV/atom)
Correction               = -5.7900   eV (-0.5790  eV/atom)
Energy (Final)           = -66.8559  eV (-6.6856  eV/atom)
Energy Adjustments:
  MP2020 anion correction (oxide): -4.1220   eV (-0.4122  eV/atom)
  MP2020 GGA/GGA+U mixing correction (Mn): -1.6680   eV (-0.1668  eV/atom)
Parameters:
  is_hubbard             = True
  hubbards               = {'Sr': 0, 'Mn': 3.9, 'Cu': 0, 'Te': 0, 'O': 0}
  run_type               = GGA+U
  potcar_symbols         = ['PBE Sr_sv', 'PBE Mn_pv', 'PBE Cu_pv', 'PBE Te', 'PBE O']
Data:
  oxide_type             = oxide
  aspherical             = True
  oxidation_states       = {'Sr': 2.0, 'Mn': 2.0, 'Cu': 2.0, 'Te': 6.0, 'O': -2.0}",0.0771281895188789,0.13510757489907427,True,True,True,True,True,True,True,True,True,True,False,0.0771281895188789,0.0771281895188789
"970 ComputedStructureEntry - Ce5 Nd1 Al2 Zn2 (Ce5Nd(AlZn)2)
Energy (Uncorrected)     = -46.1734  eV (-4.6173  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -46.1734  eV (-4.6173  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Ce', 'PBE Nd_3', 'PBE Al', 'PBE Zn']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.07670468823046939,0.35435859273208237,True,True,True,True,True,True,True,True,True,True,True,0.07670468823046939,0.07670468823046939
"971 ComputedStructureEntry - Sr4 Ca1 Mg5  (Sr4CaMg5)
Energy (Uncorrected)     = -17.2325  eV (-1.7232  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -17.2325  eV (-1.7232  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Sr_sv', 'PBE Ca_sv', 'PBE Mg_pv']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.0281803861433918,0.002018839523700471,False,True,True,True,True,False,False,True,True,False,True,0.0281803861433918,0.0281803861433918
"972 ComputedStructureEntry - Cs1 K2 Ba2 Na1 (CsK2Ba2Na)
Energy (Uncorrected)     = -7.8576   eV (-1.3096  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -7.8576   eV (-1.3096  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Cs_sv', 'PBE K_sv', 'PBE Ba_sv', 'PBE Na_pv']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.07702390679448046,0.044301628930158335,True,True,True,True,True,True,True,True,True,True,False,0.07702390679448046,0.07702390679448046
"973 ComputedStructureEntry - Sc1 Ga2 Co2  (Sc(GaCo)2)
Energy (Uncorrected)     = -28.1538  eV (-5.6308  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -28.1538  eV (-5.6308  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Sc_sv', 'PBE Ga_d', 'PBE Co']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.13894688262890575,0.010360765317448818,False,False,True,True,True,True,True,True,True,True,True,0.13894688262890575,0.08458192931072706
"974 ComputedStructureEntry - Nd4 Hg5 Pb7  (Nd4Hg5Pb7)
Energy (Uncorrected)     = -52.7556  eV (-3.2972  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -52.7556  eV (-3.2972  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Nd_3', 'PBE Hg', 'PBE Pb_d']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.01544149785156268,0.015211216646308305,True,True,True,True,True,True,True,True,True,True,True,0.01544149785156268,0.0007124498307296001
"975 ComputedStructureEntry - Li1 Pr1 Cd2 Hg7 (LiPrCd2Hg7)
Energy (Uncorrected)     = -12.7424  eV (-1.1584  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -12.7424  eV (-1.1584  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Li_sv', 'PBE Pr_3', 'PBE Cd', 'PBE Hg']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.03854001952348174,0.04481958714914516,True,True,True,True,True,True,True,True,True,True,True,0.03854001952348174,0.03854001952348174
"976 ComputedStructureEntry - Cr2 Fe1 Co1  (Cr2FeCo)
Energy (Uncorrected)     = -34.4798  eV (-8.6200  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -34.4798  eV (-8.6200  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Cr_pv', 'PBE Fe_pv', 'PBE Co']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.13511712448242186,0.0007526160076570346,False,False,True,True,True,True,True,True,True,True,True,0.13511712448242186,0.13511712448242186
"977 ComputedStructureEntry - K3 Tl2 Ni2 Cl11 (K3Tl2Ni2Cl11)
Energy (Uncorrected)     = -59.0551  eV (-3.2808  eV/atom)
Correction               = -6.7540   eV (-0.3752  eV/atom)
Energy (Final)           = -65.8091  eV (-3.6561  eV/atom)
Energy Adjustments:
  MP2020 anion correction (Cl): -6.7540   eV (-0.3752  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE K_sv', 'PBE Tl_d', 'PBE Ni_pv', 'PBE Cl']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {'K': 1.0, 'Tl': 1.0, 'Ni': 3.0, 'Cl': -1.0}",0.08110018390408369,0.07888898892942726,True,True,True,True,True,True,True,True,True,True,True,0.08110018390408369,0.08110018390408369
"978 ComputedStructureEntry - Pr1 Al1 Cu1 Ag1 Sn1 Se5 (PrAlCuAgSnSe5)
Energy (Uncorrected)     = -43.9898  eV (-4.3990  eV/atom)
Correction               = -2.3600   eV (-0.2360  eV/atom)
Energy (Final)           = -46.3498  eV (-4.6350  eV/atom)
Energy Adjustments:
  MP2020 anion correction (Se): -2.3600   eV (-0.2360  eV/atom)
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE Pr_3', 'PBE Al', 'PBE Cu_pv', 'PBE Ag', 'PBE Sn_d', 'PBE Se']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {'Pr': 3.0, 'Al': 3.0, 'Cu': 1.0, 'Ag': 1.0, 'Sn': 2.0, 'Se': -2.0}",0.12863387819520522,0.14121342358881037,False,False,True,True,True,True,True,True,True,True,False,0.12863387819520522,0.12863387819520522
"979 ComputedStructureEntry - V2 Ga3 Mo2 Pt1 (V2Ga3Mo2Pt)
Energy (Uncorrected)     = -56.9137  eV (-7.1142  eV/atom)
Correction               = 0.0000    eV (0.0000   eV/atom)
Energy (Final)           = -56.9137  eV (-7.1142  eV/atom)
Energy Adjustments:
  None
Parameters:
  is_hubbard             = False
  hubbards               = {}
  run_type               = GGA
  potcar_symbols         = ['PBE V_pv', 'PBE Ga_d', 'PBE Mo_pv', 'PBE Pt']
Data:
  oxide_type             = None
  aspherical             = True
  oxidation_states       = {}",0.09121473361572008,0.0696415270475701,True,True,True,True,True,True,True,True,True,True,False,0.09121473361572008,0.09121473361572008
